,Unnamed: 0,Hindi,English
10,10,"ए पार्टी ओ पार्टी
 
 ए पार्टी पार्टी पार्टी","a party o party
 
 a party party party"
11,11,"आज न छोड़ेंगे बस हमजोली
 
 खेलेंगे हम होली
 
 चाहे भीगे तेरी चुनरिया
 
 चाहे भीगे रे चोली
 
 खेलेंगे हम होली
 
 होली है
 
 
 अपनी अपनी किस्मत है ये
 
 कोई हँसे कोई रोये
 
 रंग से कोई अंग भिगोये रे
 
 कोई असुवन से नैन भिगोये
 
 रहने दो ये बहाना
 
 क्या करेगा ज़माना
 
 तुम हो कितनी भोली
 
 खेलेंगे हम होली
 
 आज ना छोड़ेंगे
 
 
 ऐसे नाता तोड़ गए हैं
 
 मुझसे ये सुख सारे
 
 जैसे जलती आग किसी बन में
 
 छोड़ गए बंजारे
 
 दुःख है इक चिंगारी
 
 भर के ये पिचकारी
 
 आयी मस्तों की टोली
 
 खेलेंगे हम होली
 
 आज ना छोड़ेंगे","We will not leave our friendship today
 
 we will play holi
 
 Even if your clothes get wet
 
 even if the blouse gets wet
 
 we will play holi
 
 it's holi
 
 
 This is your destiny
 
 some laugh some cry
 
 dip some part in color
 
 someone should soothe the eyes with alcohol
 
 leave this excuse aside
 
 what will the world do
 
 you are so innocent
 
 we will play holi
 
 won't leave today
 
 
 relations have been broken like this
 
 all these happiness from me
 
 like a fire burning in a forest
 
 the nomads left behind
 
 sadness is a spark
 
 this pitcher full of
 
 a group of cool guys came
 
 we will play holi
 
 won't leave today"
12,12,"घर हो रही हूँ बोर
 
 तू लगा एल थोड़ा ज़ोर
 
 डिस्को में नाचने का मन करे हार्डकोर
 
 हाँ मैं डैडी को सुला के
 
 अपनी मम्मी को पटाa0के
 
 आ जाउंगी तुझसे मिलने
 
 ड्रेस मिनी वाली पा के
 
 जानू कुछ भी तू कर
 
 मुझे नहीं रहना घर
 
 बेबी मुझे मेरे घर से उठा ले
 
 मुझे मेरे घर से उठा एल
 
 उठा ले उठा ले
 
 मुझेa0मेरे घर से उठा ले","I am getting bored at home
 
 you apply a little force
 
 Hardcore feels like dancing in a disco
 
 yes i put daddy to sleep
 
 thrash your mom
 
 I will come to meet you
 
 dress mini wali ke
 
 Jaan, you can do anything
 
 I don't want to stay home
 
 baby pick me up from my house
 
 pick me up from my house
 
 pick it up pick it up
 
 pick me up from my house"
13,13,"आज से पहले
 
 ऐसा हुआ ना
 
 दिल का किसी ने
 
 ऐसे छुआ ना
 
 खामोशी से
 
 दिल में आ के
 
 शोर किसी ने
 
 ऐसा किया ना
 
 
 है धड़कन बदली हुई
 
 सीने में इक हलचल है
 
 तुम्ही से मेरी दुनिया है
 
 तुम्ही से मेरी मंजिल है
 
 
 आज से पहले
 
 ऐसा हुआ ना
 
 दिल का किसी ने
 
 ऐसे छुआ ना
 
 
 मैं देखूं जो तुमको
 
 कहे दिल मेरा
 
 हर पल तुम्हे
 
 देखता ही रहूँ
 
 
 ये ना जाने क्या
 
 हो गया है मुझे
 
 बोले ये दिल
 
 तेरे साथ रहूँ
 
 
 जाऊं तुम्हें छोड़ कर
 
 अब ना कही मैं
 
 
 है धड़कन बदली हुई
 
 सीने में इक हलचल है
 
 तुम्ही से मेरी दुनिया है
 
 तुम्ही से मेरी मंजिल है
 
 
 आज से पहले
 
 ऐसा हुआ ना
 
 दिल का किसी ने
 
 ऐसे छुआ ना
 
 
 ये आँखें खुले जब भी मेरी सुबह
 
 तुही नज़र मुझको आने लगा
 
 ये शायद तेरे प्यार का रंग है
 
 हर लम्हा जो मुझपे छाने लगा
 
 
 लगता है रहने लगा
 
 है तू मुझ ही में
 
 
 है धड़कन बदली हुई
 
 सीने में इक हलचल है
 
 तुम्ही से मेरी दुनिया है
 
 तुम्ही से मेरी मंजिल है
 
 
 आज से पहले
 
 ऐसा हुआ ना
 
 दिल का किसी ने
 
 ऐसे छुआ ना","before today
 
 This happened, right?
 
 someone from the heart
 
 touched like this
 
 silently
 
 come into my heart
 
 someone made noise
 
 did this?
 
 
 the heartbeat has changed
 
 there is a flutter in the chest
 
 you are my world
 
 my destination is you
 
 
 before today
 
 This happened, right?
 
 someone from the heart
 
 touched like this
 
 
 let me see you
 
 say my heart
 
 every moment you
 
 I will keep watching
 
 
 God knows what?
 
 I am done
 
 This heart said
 
 stay with you
 
 
 I will leave you
 
 I don't say anything anymore
 
 
 the heartbeat has changed
 
 there is a flutter in the chest
 
 you are my world
 
 my destination is you
 
 
 before today
 
 This happened, right?
 
 someone from the heart
 
 touched like this
 
 
 Whenever my eyes open in the morning
 
 I started seeing you
 
 maybe this is the color of your love
 
 every moment that begins to overwhelm me
 
 
 seems to be staying
 
 you are in me
 
 
 the heartbeat has changed
 
 there is a flutter in the chest
 
 you are my world
 
 my destination is you
 
 
 before today
 
 This happened, right?
 
 someone from the heart
 
 touched like this"
14,14,"आज से तेरी सारी
 
 गलियां मेरी हो गयी
 
 आज से मेरा
 
 घर तेरा हो गया 
 
 आज से मेरी सारी खुशियाँ
 
 तेरी हो गयीं
 
 आज से तेरा गम मेरा हो गया
 
 
 ओ तेरे कंधे का जो तिल है
 
 ओ तेरे सीने में जो दिल है
 
 ओ तेरी बिजली का जो बिल है
 
 आज से मेरा हो गया
 
 
 ओ मेरे ख्वाबों का अम्बर
 
 ओ मेरी खुशियों का समन्दर
 
 ओ मेरे पिन कोड का नम्बर
 
 आज से तेरा हो गया
 
 
 तेरे मांथे
 
 तेरे मांथे के कुमकुम को
 
 मैं तिलक लगा के घूमूँगा
 
 तेरी बाली की छुन छुन को
 
 मैं दिल से लगा के झुमुँगा
 
 
 मेरी छोटी सी भूलों को
 
 तू नदिया में बहा देना
 
 तेरे जुड़े के फूलों को
 
 मैं अपनी शर्ट में पहनूँगा
 
 
 बस मेरे लिए तु माल पुए
 
 कभी कभी बना देना
 
 
 आज से मेरी सारी रतियाँ
 
 तेरी हो गयीं
 
 आज से तेरा दिन मेरा हो गया
 
 
 ओ तेरे कंधे का जो तिल है
 
 ओ तेरे सीने में जो दिल है
 
 
 
 ओ तेरी बिजली का जो बिल है
 
 आज से मेरा हो गया
 
 
 ओ मेरे ख्वाबों का अम्बर
 
 ओ मेरी खुशियों का समन्दर
 
 ओ मेरे पिन कोड का नम्बर
 
 आज से तेरा हो गया
 
 
 तू मांगे सर्दी में अमिया
 
 जो मांगे गर्मी में मुंगफलियां
 
 तू बारिश में अगर कहदे
 
 जा मेरे लिए तू धुप खिला
 
 तो मैं सूरज
 
 तो मैं सूरज को झटक दूंगा
 
 तो मैं सावन को गटक लूँगा
 
 तो सारे तारों संग चंदा
 
 मैं तेरी गोद में रख दूंगा
 
 
 बस मेरे लिए तू कभी
 
 खिल के मुस्कुरा देना
 
 
 आज से मेरी सारी सदियाँ
 
 तेरी हो गयी
 
 आज से तेरा पल मेरा हो गया
 
 
 ओ तेरे कंधे का जो तिल है
 
 ओ तेरे सीने में जो दिल है
 
 ओ तेरी बिजली का जो बिल है
 
 आज से मेरा हो गया
 
 
 ओ मेरे ख्वाबों का अम्बर
 
 ओ मेरी खुशियों का समन्दर
 
 ओ मेरे पिन कोड का नम्बर
 
 आज से तेरा हो गया","from today onwards its all yours
 
 the streets became mine
 
 from today mine
 
 the house is yours
 
 All my happiness from today
 
 became yours
 
 From today your sorrow has become mine
 
 
 Oh the mole on your shoulder
 
 Oh the heart in your chest
 
 Oh your electricity bill
 
 It's mine from today onwards
 
 
 oh amber of my dreams
 
 oh my ocean of happiness
 
 o my pin code number
 
 from today it's yours
 
 
 your forehead
 
 to the kumkum on your forehead
 
 I will roam around wearing a tilak
 
 The touch of your earring
 
 I will sing with all my heart
 
 
 my little mistakes
 
 you throw it into the river
 
 to the flowers belonging to you
 
 I will wear in my shirt
 
 
 just sing for me
 
 make it sometimes
 
 
 From today onwards all my nights
 
 became yours
 
 From today your day becomes mine
 
 
 Oh the mole on your shoulder
 
 Oh the heart in your chest
 
 
 
 Oh your electricity bill
 
 It's mine from today onwards
 
 
 oh amber of my dreams
 
 oh my ocean of happiness
 
 o my pin code number
 
 from today it's yours
 
 
 Amiya you ask in winter
 
 Those who ask for peanuts in summer
 
 if you say in the rain
 
 go and bask in the sunshine for me
 
 so i am the sun
 
 so i will shake the sun
 
 then i will swallow saavan
 
 So Chanda with all the stars
 
 I will put it in your lap
 
 
 just for me you never
 
 to smile brightly
 
 
 all my centuries from today
 
 it's yours
 
 From today your moment becomes mine
 
 
 Oh the mole on your shoulder
 
 Oh the heart in your chest
 
 Oh your electricity bill
 
 It's mine from today onwards
 
 
 oh amber of my dreams
 
 oh my ocean of happiness
 
 o my pin code number
 
 from today it's yours"
15,15,"नाचन लागयो रे बैरागी मन
 
 अरे भागन लागयो रे बैरागी मन","I started dancing, my lonely mind
 
 Hey, you have to run away, you lonely mind!"
16,16,"आज जिद कर रहा है दिल
 
 आज जिद कर रहा है दिल
 
 करना है बस तुझे हासिल
 
 आज जिद कर रहा है दिल
 
 हो मुझमें तू हो भी जा शामिल
 
 आज जिद कर रहा है दिल
 
 
 हो हो
 
 
 कहीं खुद को मुझमें तू
 
 छोड़ जा छोड़ जा
 
 तेरे साथ मुझको तू
 
 जोड़ जा जोड़ जा
 
 ये जो कांच के जैसी
 
 एक दीवार है
 
 मेरी बाहों में उसे
 
 तोड़ जा तोड़ जा
 
 
 ये जो एक अधूरापन है
 
 एक दुसरे से भर दे
 
 जिसे उम्र भर न भूलें
 
 वो लम्हें मिल जाएँ
 
 
 मान ले मुझे तेरे काबिल
 
 आज जिद कर रहा है दिल
 
 हो मुझमें तू हो भी जा शामिल
 
 
 
 आज जिद कर रहा है दिल
 
 
 बेपनाह तुझपे फ़िदा हूँ
 
 बेपनाह तुझे चाहता हूँ
 
 बेपनाह तुझे मानता हूँ
 
 बेपनाह बेपनाह
 
 
 तू नशा तू खुमार
 
 तेरा जूनून सर पे सवार
 
 आज तू खुद को मेरे यार
 
 दे पिला दे पिला
 
 
 मुझे सिर्फ तेरी लगन है
 
 उसे मिल के पूरा कर दे
 
 मेरी इतनी सी है ख्वाहिश
 
 तेरा प्यार मिल जाए
 
 
 बन भी जा तू मेरी मंजिल
 
 आज जिद कर रहा है दिल
 
 
 हो मुझमें तू हो भी जा शामिल
 
 आज जिद कर रहा है दिल
 
 
 हम्म हो
 
 आज जिद कर रहा है दिल
 
 हम्म हो
 
 आज जिद कर रहा है दिल","Today my heart is insisting
 
 Today my heart is insisting
 
 I just have to get you
 
 Today my heart is insisting
 
 yes you also join me
 
 Today my heart is insisting
 
 
 yes yes
 
 
 you find yourself somewhere in me
 
 leave it leave it
 
 me with you
 
 join together join together
 
 This one is like glass
 
 there is a wall
 
 her in my arms
 
 break break break
 
 
 This is an incompleteness
 
 fill each other
 
 which you will never forget throughout your life
 
 find those moments
 
 
 consider me worthy of you
 
 Today my heart is insisting
 
 yes you also join me
 
 
 
 Today my heart is insisting
 
 
 I am crazy about you
 
 I love you endlessly
 
 I believe in you unconditionally
 
 Bepanah Bepanah Bepanah Bepanah Bepanah Bepanah Bepanah Bepanah Bepanah Bepanah
 
 
 you are intoxicated, you are hungover
 
 Your passion is at your peak
 
 today you my friend
 
 give me drink give me drink
 
 
 I only care about you
 
 finish it together
 
 I have just this one wish
 
 May I find your love
 
 
 you become my destination
 
 Today my heart is insisting
 
 
 yes you also join me
 
 Today my heart is insisting
 
 
 hmm yes
 
 Today my heart is insisting
 
 hmm yes
 
 Today my heart is insisting"
17,17,"आजा हग मी सीने लग नि
 
 ऐवें दूरों दूरों दिल नु ना ठग नि
 
 आजा हग में सीने लग नि
 
 
 ऐवें दूरों दूरों दिल नु ना ठग नि
 
 
 मेरी हार्टबीट चली ओं अ ड्राइव मुंडेया
 
 मेरे दिल नु पकड़ ले टाइट मुंडेया
 
 
 अब तेरे प्यार को तरसे
 
 डे नाईट मेरी रग रग नि
 
 
 आजा हग मी सीने लग नि
 
 ऐवें दूरों दूरों दिल नु ना ठग नि
 
 आजा हग में सीने लग नि
 
 
 ऐवें दूरों दूरों दिल नु ना ठग नि
 
 
 ओ तेरा झुमका lightning मारे
 
 तेरा ठुमकाa0lightning मारे
 
 amp शाइनिंग शाइनिंग देख
 
 तैनू आँख मारदे तारे 
 
 
 प्यार वाली रात होवे तेरे साथ वे
 
 सोहन तेरी मानूंगी मैं तेरी हर बात वे
 
 मुझको है क्रेज तेरे बैमान लव का
 
 एक तू ही मुंडा हेगा मेरे मतलब का
 
 
 देख सारे can’t you see
 
 c’mon baby go crazy
 
 छोड़ शर्म हो जा फ्री
 
 सीने लग के ना होवे तू अलग नि
 
 
 सो come hug me सीने लग नि
 
 ऐवें दूरों दूरों दिल नु ना ठग नि
 
 
 ओ तेरा झुमका lightning मारे
 
 तेरा ठुमकाa0lightning मारे
 
 amp शाइनिंग शाइनिंग देख
 
 तैनू आँख मारदे तारेa0हाय
 
 
 दो घूँट पी ले मेरी इश्क़ शराब वे
 
 थोड़ी नियत आज कर ले ख़राब वे
 
 प्यार कर प्यार में कमी नहीं छोड़ना
 
 पास आके दिल से तू दिल मेरा जोड़ना
 
 
 गोली मारो दुनिया को
 

 बातें करता है करने दे जग नि
 
 
 आजा हग मी सीने लग नि
 
 ऐवें दूरों दूरों दिल नु ना ठग नि
 
 आजा हग में सीने लग नि
 
 
 ऐवें दूरों दूरों दिल नु ना ठग नि
 
 
 ओ तेरा झुमका lightning मारे
 
 
 तेरा ठुमकाa0lightning मारे
 
 सो come hug me सीने लग नि
 
 ऐवें दूरों दूरों दिल नु ना ठग नि","Come hug me and hug me
 
 Aayein Door Door Door Dil Nu Na Thug Ni
 
 Come and hug me
 
 
 Aayein Door Door Door Dil Nu Na Thug Ni
 
 
 My heartbeat went on a drive Mundeya
 
 Hold my heart tight, Mundeya
 
 
 now longing for your love
 
 day night my heart and soul
 
 
 Come hug me and hug me
 
 Aayein Door Door Door Dil Nu Na Thug Ni
 
 Come and hug me
 
 
 Aayein Door Door Door Dil Nu Na Thug Ni
 
 
 O your earring is struck by lightning
 
 kill your dance a0lightning
 
 see the amp shining shining
 
 Tainu Aankh Maare Taare
 
 
 May the night of love be with you
 
 Sohan, I will obey everything you say.
 
 I am crazy about your crazy love
 
 You are the only one I care about.
 
 
 see all can't you see
 
 c'mon baby go crazy
 
 leave your shame and be free
 
 You should not be separated by touching my chest.
 
 
 So come hug me and hug me
 
 Aayein Door Door Door Dil Nu Na Thug Ni
 
 
 O your earring is struck by lightning
 
 kill your dance a0lightning
 
 see the amp shining shining
 
 tainu wink wink taarea0hi
 
 
 Take two sips of the wine of my love.
 
 Make some intentions today, they will be bad
 
 love and never leave anything short of love
 
 Come closer and connect my heart with my heart
 
 
 shoot the world
 

 Let the world do the talking
 
 
 Come hug me and hug me
 
 Aayein Door Door Door Dil Nu Na Thug Ni
 
 Come and hug me
 
 
 Aayein Door Door Door Dil Nu Na Thug Ni
 
 
 O your earring is struck by lightning
 
 
 kill your dance a0lightning
 
 So come hug me and hug me
 
 Aayein Door Door Door Dil Nu Na Thug Ni"
18,18,"आजा रे अब मेरा दिल पुकारा
 
 रो रो के ग़म भी हारा
 
 बदनाम न हो प्यार मेरा
 
 आजा रे 2
 
 आ हम्म
 
 
 मौत मेरी तरफ़ आने लगी
 
 जान तेरी तरफ़ जाने लगी
 
 बोल शामएजुदाई क्या करे
 
 बोल शामएजुदाई क्या करे
 
 आस मिलने की तड़पाने लगी
 
 
 आजा रे अब मेरा दिल पुकारा
 
 रो रो के ग़म भी हारा
 
 बदनाम न हो प्यार मेरा
 
 आजा रे
 
 
 हो ओ घबराये हाय ये दिल
 
 हो ओ घबराये हाय ये दिल
 
 सपनों में आके कभी मिल
 
 सपनों में आके कभी मिल
 
 
 आजा रे अब मेरा दिल पुकारा
 

 
 रो रो के ग़म भी हारा
 
 बदनाम न हो प्यार मेरा
 
 आजा रे
 
 
 आ हम्म
 
 
 आपने बीमारएग़म को देख ले
 
 हो सके तो तू हमको देख ले
 
 तूने देखा ना होगा ये समां
 
 तूने देखा ना होगा ये समां
 
 कैसे जाता है दम को देख ले
 
 
 आजा रे अब मेरा दिल पुकारा
 
 रो रो के ग़म भी हारा
 
 बदनाम न हो प्यार मेरा
 
 आजा रे","Come now my heart calls
 
 I lost my sorrow by crying
 
 Don't be disgraced my love
 
 Come on 2
 
 ah hmm
 
 
 death started coming towards me
 
 my life started moving towards you
 
 Tell me what to do when separated
 
 Tell me what to do when separated
 
 started yearning for hope
 
 
 Come now my heart calls
 
 I lost my sorrow by crying
 
 Don't be disgraced my love
 
 come
 
 
 Yes oh this heart that is scared
 
 Yes oh this heart that is scared
 
 let's meet in my dreams sometime
 
 let's meet in my dreams sometime
 
 
 Come now my heart calls
 

 
 I lost my sorrow by crying
 
 Don't be disgraced my love
 
 come
 
 
 ah hmm
 
 
 Have you looked at the illegible?
 
 If you can, please see us
 
 You must have seen this thing
 
 You must have seen this thing
 
 How does it go? Look at the strength.
 
 
 Come now my heart calls
 
 I lost my sorrow by crying
 
 Don't be disgraced my love
 
 come"
19,19,"आजा रे आजा रे
 
 साजन आजा
 
 आजा रे आजा रे
 
 ओ महारे साजन आजा
 
 दिल की प्यास बुझा जा रे
 
 आजा
 
 साँझ अंधेरे ओर घने दिन
 
 याद थारी लावे
 
 साँझ अंधेरे ओर घने दिन
 
 याद थारी लावे
 
 पास कहीं जब आहट होवे
 
 लागे की तुम आवे
 
 
 आजा रे आजा रे
 
 ओ महारे साजन आजा
 
 दिल की प्यास बुझा जा रे
 
 आजा रे आजा रे
 
 ओ महारे साजन आजा
 
 मुझमें आके समाजा
 
 
 तन्हाई में परछाईं में
 
 मिलने तू मुझसे आया है
 
 इतने दिनों के बाद","come come come come
 
 Saajan is coming
 
 come come come come
 
 O great gentleman, come!
 
 quench the thirst of your heart
 
 Come
 
 dark evening and dark days
 
 remember me
 
 dark evening and dark days
 
 remember me
 
 when there is a sound somewhere nearby
 
 I feel like you are coming
 
 
 come come come come
 
 O great gentleman, come!
 
 quench the thirst of your heart
 
 come come come come
 
 O great gentleman, come!
 
 Samajya came into me
 
 
 lonely in the shadows
 
 you have come to meet me
 
 after so many days"
20,20,"आला रे आला सिम्मबा आला
 
 
 चा चा चाक्की चिक्कुम
 
 चा चा चाक्की चिक्कुम
 
 चा चा चाक्की चिक्कुम चा
 
 
 
 हा हा
 
 
 
 चा चा चाक्की चिक्कुम
 
 चा चा चाक्की चिक्कुम
 
 चा चा चाक्की चिक्कुम चा
 
 
 ए सिम्मबा
 
 
 मचिंगा मचिंगा ढोल अभी बजिंगा
 
 धिना धिन धाप देखो आज राजा नाचिंगा
 
 नाचिंगा नाचिंगा आज राजा नाचिंगा
 
 
 मचिंगा मचिंगा ढोल अभी बजिंगा
 
 धिना धिन धाप देखो आज राजा नाचिंगा
 
 आया तेरा आया राजा
 
 नाच मेरे साथ आजा
 
 भूल के तू बाजू वाली खिड़की की की
 
 
 लेने आया लेने आया सिम्मबा तेरी फिरकी
 
 रक् टिकी रक् टिकी टिकी टिकी
 
 लेने आया लेने आया सिम्मबा तेरी फिरकी
 
 रक् टिकी रक् टिकी टिकी टिकी
 
 
 
 melody
 
 
 
 एक दूनी दो दो दूनी चार
 
 राजा नाचेगा सारा नाचेगा बाज़ार
 
 
 
 तीन टिक्के नौ नौ नुक्के बारह
 
 सारे मोहल्ले में सबके है प्यारा
 
 
 आया तेरा आया राजा
 
 नाच मेरे साथ आजा
 
 भूल के तू बाजू वाली खिड़की की की
 
 
 पां पां पां
 
 रक् टिकी रक् टिकी
 
 लेने आया लेने आया सिम्मबा तेरी फिरकी
 
 रक् टिकी रक् टिकी
 
 पां पां पां
 
 
 आला रे आला सिम्मबा आला","Aala Re Aala Simmba Aala
 
 
 Cha Cha Chakki Chikkum
 
 Cha Cha Chakki Chikkum
 
 Cha Cha Chakki Chikkum Cha
 
 
 
 ha ha
 
 
 
 Cha Cha Chakki Chikkum
 
 Cha Cha Chakki Chikkum
 
 Cha Cha Chakki Chikkum Cha
 
 
 A Simmba
 
 
 Machinga Machinga Dhol Bajinga Abhi
 
 Dhin Dhin Dhap, watch today Raja Nachinga
 
 Dancing dancing dancing today king dancing
 
 
 Machinga Machinga Dhol Bajinga Abhi
 
 Dhin Dhin Dhap, watch today Raja Nachinga
 
 your king has come
 
 come dance with me
 
 By mistake you did the side window
 
 
 I have come to take you, I have come to take you, Simba, your spin.
 
 rakt tiki rakt tiki tiki tiki
 
 I have come to take you, I have come to take you, Simba, your spin.
 
 rakt tiki rakt tiki tiki tiki
 
 
 
 melody
 
 
 
 one double two two double four
 
 The king will dance, the whole market will dance
 
 
 
 Three Tikka Nine Nine Nukka Twelve
 
 Everyone in the neighborhood loves me
 
 
 your king has come
 
 come dance with me
 
 By mistake you did the side window
 
 
 Paa Paa Paa
 
 Rakt Tiki Rakt Tiki
 
 I have come to take you, I have come to take you, Simba, your spin.
 
 Rakt Tiki Rakt Tiki
 
 Paa Paa Paa
 
 
 Aala Re Aala Simmba Aala"
